"","MGHBC6_tzp","MGHBC8_tzp","MGHBC11_tzp","MGHBC12_tzp","MGHBC13_tzp","MGHBC14_tzp","MGHBC16_tzp","MGHBC18_tzp","MGHBC21_tzp","MGHBC27_tzp","MGHBC28_tzp","MGHBC33_tzp","MGHBC38_tzp","MGHBC41_tzp","MGHBC44_tzp","MGHBC51_tzp","MGHBC52_tzp","MGHBC53_tzp","MGHBC55_tzp","MGHBC56_tzp","MGHBC57_tzp","MGHBC58_tzp","MGHBC60_tzp","MGHBC63_tzp","MGHBC64_tzp","MGHBC17ec_tzp","MGHBC5_tzp"
"EcMero2_Rup_APECO78_00325_0.97_1",0.845462573534855,0.190266283526906,1.87739945373679,1.66810728913155,0.773927142517001,1.18710049404253,1.319232575578,1.68682066227217,2.18717146382183,2.10485032580963,2.03398500868554,1.36010028885488,1.75840953611878,1.2156011835889,1.20615254812643,0.719488759967346,0.924335712314596,1.1447369394798,2.02896636417508,1.0970021730943,1.70662310163018,1.44220451291692,1.42017286296766,0.970331543223519,1.43531083046008,-0.0243153764339716,1.68296176117244
"EcMero2_Rup_APECO78_04245_0.95_1",1.18771275115125,0.927052348347272,1.38780427450651,1.59667972100615,1.0794175030799,1.39956970121055,0.920581798594618,1.44534139777922,1.93035451473435,2.03011342697906,1.26408784796152,0.811586735095885,1.25309895862146,1.34958875199037,0.825623808661521,1.39357554734723,0.724424240904862,1.19459269649731,0.490358804688089,1.23846008288372,0.719216044421131,0.885106602375115,1.0635634361688,0.193338028796267,0.974082097158348,0.536910639950428,1.94745819118062
"EcMero2_Rup_APECO78_05395_0.92_1",2.20649033635247,1.95750516430392,1.60644408223614,1.97044390741917,2.20490183502896,1.9457329116421,1.50950627236414,2.06206537675866,2.6687505781554,2.40784660021229,2.67932960573479,0.650519106251503,1.12788569709827,0.333542712497603,1.188243986215,2.36839306376895,2.08346146756581,0.678862776895643,2.28091385714394,2.38322939413288,0.754866994501298,2.24110454305807,2.15072202354121,1.94145950865466,0.915260332321785,2.2807343378363,2.31822625568526
"EcMero2_Rup_APECO78_05500_0.97_1",1.69186272877649,4.55883164305466,2.73516975258885,2.42273621989735,3.38388779819715,2.84800720116849,2.6320963184189,2.17867400162813,3.02433455983142,2.68200502206387,2.04123706123288,1.04528781149716,2.16732657042816,0.797974980562036,0.436520702683055,1.62244368669715,1.1651544848275,2.44827432356991,1.47391264019872,1.74117308647735,0.692215996773297,0.853813617417441,1.91812490800571,1.55542106022992,0.592970537705918,1.6081206531094,2.32794833884101
"EcMero2_Rup_APECO78_09510_0.97_1",3.29747932266108,2.13681745491749,2.94463935785595,3.17101421447257,1.86707258043512,2.00151985198222,2.79217989566701,3.85677919948882,2.32760903074546,3.25627913169051,2.96131704177191,2.13638251839735,2.68130668053303,1.42296513180751,1.52594777341595,1.30525705984245,3.52923068189322,1.0895743507717,4.01982890065552,3.02899324510789,1.4609878977412,3.27312687977657,2.34144185747656,2.52564740799297,1.74747101556995,2.23994407284745,3.0528345843705
"EcMero2_Rup_APECO78_09705_0.92_1",2.49985717561518,1.70843456322307,2.44106088098297,1.84642559483012,1.90663328544426,1.25690822681158,3.16432577697758,2.99954581987711,2.30837262496882,3.63839392666935,2.20476347802299,1.41641704493723,1.78268673780019,1.47513727052992,0.824528332805741,1.99451651358813,3.49535452466784,1.08332041115712,4.33018564533306,0.508292434135076,1.28420231049702,2.13510169134273,1.17486857888224,1.71557810123833,1.26505415618559,2.08681778944655,2.30194775895716
"EcMero2_Rup_APECO78_09710_0.92_1",2.77922329370638,1.52739144811038,3.14167586856808,1.86967021430647,2.00271653566669,1.22901052474733,3.59298751389664,3.25956021317012,2.10243754117607,3.74211477124118,2.06595678914602,1.37979603532415,1.87426716237569,1.5485264542085,1.06779984467066,2.37595037539609,3.74898414964698,0.939578137927727,5.60628603506735,0.587452893021271,1.20187020039741,2.15257076579317,1.30817295028433,0.66301005043418,1.56599122737353,2.60394689231826,2.23490379633107
"EcMero2_Rup_APECO78_12545_0.97_0.95",1.46570865722333,2.38645512055325,2.31389973903714,2.78597262959038,4.5235298997772,1.54135785716989,2.01556197556945,2.12773043068426,1.64025751576645,2.37831368978006,1.45965762996404,1.16509952842128,1.48363160801262,2.4565716732902,1.54206042296835,1.93398473192154,1.32420928417419,1.53571606450968,0.673777919231311,0.579696506068087,1.0893483212775,1.58951612609002,1.81859414537161,1.23703233145602,1.59218590709608,1.10821222490795,4.00133141818456
"EcMero2_Rup_APECO78_21920_0.92_1",0.527792397365447,0.733459224114955,-0.275623632199564,0.375557587580551,0.820064818096842,0.908901332027863,-0.104005201261386,0.226373580325004,1.12821942122109,0.421921785424016,0.711509289925245,NA,0.824336512197322,NA,-0.137286541002958,1.97327902555647,0.678448614707554,1.35585441610914,0.184450032091361,0.814764080707994,-0.163760985021945,0.620923677806764,0.611182633811909,1.73072255590418,0.0205072936722032,0.565405157593867,0.14956046553095
"EcMero2_Rup_APECO78_22510_0.92_1",3.00368450699374,5.29576808627958,3.26168827105182,3.34440676456675,4.61191416046992,3.77423120189381,3.43160598911296,3.03343501468809,3.98865971174659,3.82317830472992,1.88447973153973,1.26136237805605,3.29616706249405,1.90169689374466,0.808217121604259,2.32912631541304,1.80310722976409,3.32961007237,3.43633539513063,2.39793740305978,0.567384858030355,2.05752228206975,2.75982391863245,1.99308515346732,0.85358103228063,3.20354266321569,2.85866627715527
