"","MGHBC4_cro","MGHBC15_cro","MGHBC19_cro","MGHBC23_cro","MGHBC25_cro","MGHBC34_cro","MGHBC35_cro","MGHBC29_cro","MGHBC32_cro","MGHBC26_cro","MGHBC47_cro","MGHBC50_cro","MGHBC48_cro","MGHBC61_cro","MGHBC62_cro","MGHBC17kp_cro"
"KpMero4_R01up_KPN_01226_0.97",2.15260612417443,-0.133409234428062,1.76447227450003,1.43940998026194,NA,-0.28659667302721,3.22951275233985,0.592735474784893,1.60330217000478,0.114021816465091,1.13339823371652,1.46333004373804,0.0912207625678505,0.945900690585592,1.31909421434705,1.50934380384528
"KpMero4_R02up_KPN_01107_0.97",1.92568458904094,-0.324994457897432,1.6424636225378,1.78412472258233,0.0353539492326784,-0.0815921444796798,3.34083732454335,1.78308841748805,0.500279223440544,1.91595201854253,2.16233113652648,1.4761304436457,-0.169682133605396,2.03356599814701,2.79060873336098,2.70720310958033
"KpMero4_R03up_KPN_02345_0.95",0.809400235523811,-0.168503942483688,1.09571355560091,1.70891157220112,-0.146898666163777,-0.151176709162525,1.49662306176241,1.78575675942502,1.34339895376884,2.41363275052045,1.60003508243937,2.35124659193372,-0.0652261644949386,1.57557944471066,1.74136163110309,1.75909749672134
"KpMero4_R04up_KPN_02742_0.97",2.02222026034874,0.0912288635969835,3.35797307052621,3.28200700851298,-0.220806297666899,0.0366700182124604,3.54767543062339,2.09578401814369,1.57738027100923,2.00137286429044,1.85848789514437,1.92072767698402,0.338530974445891,2.41113097436404,4.2994399057262,2.69670255771865
"KpMero4_R05dn_KPN_02241_0.92",-1.44059229419928,NA,NA,-0.412880098521286,NA,-0.0129530980300895,-1.70666701678403,NA,0.0859827761676051,NA,-1.44242097420926,-0.423496740621242,0.58533547283144,NA,0.0421289287999412,-0.937443996076906
"KpMero4_R06up_KPN_03358_0.92",1.53593239754926,-0.254375362916368,1.15463981051233,1.3977606376549,-0.579638414686625,-0.12015180010173,2.02909197767058,0.737258086358528,0.174635927015678,0.90457193036213,1.24119943049915,0.501332549951601,0.0157042840508795,0.724449873492744,1.57564484413788,1.58321112015344
"KpMero4_R07up_KPN_03934_0.92",-0.177586219210076,0.0685743609035238,-0.688559506669251,-0.548085308243802,-0.553641630842343,0.0754372988649446,0.571624902562165,-1.17297250349711,-1.23615062854586,-0.827547307622365,-0.354425579695104,-0.693381731288919,-0.247526800150687,-0.800701177049457,-0.125377799606538,-0.774913790954778
"KpMero4_R08dn_KPN_00868_0.92",-0.774373672311502,-0.0282845471194005,NA,-2.33041793832931,NA,0.300771730266793,-0.0489931679837018,NA,NA,-2.76106174301453,-3.76160347021346,-2.91842587017129,0.431519728628624,-0.26663052025963,-2.14662666054711,-3.16060916454051
"KpMero4_R09up_KPN_02342_0.97",1.81241089495147,-0.27681296455794,1.88276107228232,1.72307558834774,-0.624665424260115,-0.108621854010101,2.06135822771438,1.01933798749245,0.310759812636922,0.998450077303764,1.60268159089509,1.69636063641968,0.0502825573198625,0.99474333053381,2.04171674152046,2.19732302372104
"KpMero4_R10up_KPN_00833_0.97",0.806975320413177,0.279476869538111,1.27790589982219,0.591553635534727,-0.155365951169724,0.118893302925843,1.64710923392026,0.0904867393290707,1.42094557327744,1.70321249880418,1.28964545800543,1.2751822329834,-0.00358496352022488,1.36864024835741,1.1253786145328,1.9829455278896
