"","MGHBC6_cz","MGHBC8_cz","MGHBC11_cz","MGHBC12_cz","MGHBC13_cz","MGHBC14_cz","MGHBC16_cz","MGHBC18_cz","MGHBC21_cz","MGHBC27_cz","MGHBC28_cz","MGHBC33_cz","MGHBC38_cz","MGHBC41_cz","MGHBC44_cz","MGHBC51_cz","MGHBC52_cz","MGHBC53_cz","MGHBC55_cz","MGHBC56_cz","MGHBC57_cz","MGHBC58_cz","MGHBC60_cz","MGHBC63_cz","MGHBC64_cz","MGHBC17ec_cz","MGHBC5_cz"
"EcMero2_Rup_APECO78_00325_0.97_1",0.961832264423136,-0.0257534527503724,1.57687389779809,1.61623602803176,0.761572724307778,0.768100844993613,0.572884362045852,-0.0437984234824953,-0.363616685210007,1.25743925068577,0.765715953154168,0.228195756338159,1.18314337251835,1.72625913635595,0.199382373654526,0.483841881666148,0.42221911619784,1.37775539948389,0.203398092674103,0.302442490237586,0.883996691285454,0.069201703385687,1.82311348447072,0.742978332872788,1.85353467107263,-0.30738795382932,0.85555545403512
"EcMero2_Rup_APECO78_04245_0.95_1",1.64579263736109,1.4052028506687,1.97275042422423,1.91787170694119,1.87230714505539,1.71922550375837,1.16188246869812,0.179766103352657,-0.0517632957043461,2.25297533745217,1.42737599326285,0.162431313998069,1.38667693446732,1.59491591186193,-0.0994827221485854,1.60670535895124,1.08837237101831,0.841516805080008,-0.00323085750204711,0.182803975702222,0.393680928565553,-0.142134457880607,1.42167251389091,0.367972372452126,1.79385810231609,0.522187042376348,2.07896941380053
"EcMero2_Rup_APECO78_05395_0.92_1",1.90230513241768,1.82629732725528,1.3702647328683,1.88601336160431,1.89468207776837,1.71984044135404,1.28621227687789,NA,NA,1.71815177293336,2.26972808261554,NA,2.49125329388972,0.468302336844397,0.197878645689948,1.86835573949933,2.33370866528966,0.891574340745482,-0.0434102936399563,NA,0.491114164320385,NA,1.71342040107072,1.47096289829813,2.45294112347697,0.750179855177004,2.79345644997756
"EcMero2_Rup_APECO78_05500_0.97_1",1.36449468686928,3.21363798285102,2.36065138286696,2.0838192452564,2.07780118739617,2.00034547908161,1.45938612851442,-0.0524625329732497,-0.054095364277596,1.47070759465515,1.73706492589341,0.186923286708039,2.18851146695943,1.32648342027707,0.119498284007997,1.72543018554375,1.2706880274235,1.67088264343414,0.0680853347129202,-0.0533654658801573,0.20000139668329,0.0769588858127205,1.70793841754056,1.45536977326371,1.53863972284844,0.516270397809705,1.51250648390959
"EcMero2_Rup_APECO78_09510_0.97_1",3.41833778153974,1.97270199676083,2.94188120834172,2.92093055907845,1.48170475831519,1.42368997191153,3.02222761027675,NA,-0.0688100448749457,2.447610693991,1.94446776317162,NA,3.14772682402896,1.53386229517375,0.32612440678953,0.757548659476573,3.28807444332552,1.50407337972294,NA,-0.17411084229588,0.917707510195601,NA,2.22706792278141,2.0192305990386,3.11129759297803,1.63254181441796,3.28631214913763
"EcMero2_Rup_APECO78_09705_0.92_1",3.26309389587322,0.835001447429794,3.42558486150284,1.19332835941788,2.28518955724618,0.551485510897902,3.66272349352235,-0.452079424513905,-0.170233307626593,2.77790200254738,2.09412890134779,0.597193555683699,1.21256028892457,2.70072946335221,0.644495132933448,1.03686120073541,3.28181956499821,1.72856744079202,-0.0322448789124647,0.517805487820477,1.05283525795686,-0.0161877069396192,1.04601811661064,1.38180067842331,2.476052192854,1.72343069050415,2.23026250862189
"EcMero2_Rup_APECO78_09710_0.92_1",3.46240848590462,0.879153475813802,4.00169106935046,1.30468750206948,2.54363363589538,0.613045180898586,4.13440545216839,-0.618848569277142,-0.204163169076242,3.08941835253971,2.25045810153169,0.494795246426464,1.76091567834252,2.92987993898094,0.457605657631415,1.35644545387673,3.60873296678075,1.61467096633067,NA,0.553779062729481,1.13760378492118,-0.0766662155545976,1.26668572570991,0.529065852861697,3.358536474863,2.01360903322311,2.23778100336434
"EcMero2_Rup_APECO78_12545_0.97_0.95",3.6169518359198,1.1522853221672,4.36999748183793,2.37123273611747,4.89749294755661,0.868367612164158,4.09668489469498,0.371215321165204,-0.0523219220863765,2.50503372221092,1.85049161496261,1.09517903267767,1.74729607934605,4.49264622107984,1.30666293205095,1.41307272679698,1.18862102884221,1.10429839716773,0.728583656159277,-0.0316354752341138,1.33731009820718,-0.304091210654428,2.14590252820858,1.21657976634448,3.34952936208133,0.684848586793316,4.52343144994663
"EcMero2_Rup_APECO78_21920_0.92_1",0.752431809436481,1.11873082840602,-0.176386095918583,0.590755374195699,0.500050789151365,0.831883150982617,0.286735718478737,-0.250774102156112,0.037827125163443,1.10402188082668,0.769474317225791,NA,2.53213631114864,0.163704120494951,-0.185451946771297,1.90715299146374,0.666447231536426,0.900419831612204,0.547137197452441,-0.382451472826425,-0.482528864044816,-0.0943753222309707,0.755861306795827,1.50770760937422,0.9206768010836,-0.233968832921345,1.74485930280482
"EcMero2_Rup_APECO78_22510_0.92_1",2.31418634378772,4.01514242855322,3.09071475356145,3.19175267281801,3.46998051357814,3.3353916732637,2.32961065904752,0.0694554232814424,-0.125019588867599,2.38704787713287,1.33533418785433,0.283969386967744,2.65905625744399,2.13408252301626,0.24365641735284,1.86960940179454,2.24259623319966,1.95900927624318,0.0617559864328511,-0.381194879965189,0.168886687543846,0.0744559112717851,2.44406055717261,1.05173191213929,2.45882325250083,1.51636832851861,2.39433195979218
