"","MGHBC15_levo","MGHBC17kp_levo","MGHBC19_levo","MGHBC23_levo","MGHBC25_levo","MGHBC26_levo","MGHBC29_levo","MGHBC32_levo","MGHBC34_levo","MGHBC35_levo","MGHBC4_levo","MGHBC47_levo","MGHBC48_levo","MGHBC50_levo","MGHBC61_levo","MGHBC62_levo"
"KpCip4_R01up_KPHS_33810_0.97",3.13830477814651,3.41691306671326,2.52717877650452,3.53854663358765,0.0290928095115918,3.73680549390295,2.76968953021627,1.21156739277621,3.00827860984859,4.14437078666564,3.53575041739669,3.58387263718245,-0.0883341294758754,3.91188303341383,3.83408739629221,3.74238763912495
"KpCip4_R02up_KPHS_02830_0.97",1.12404428153984,1.78584653598895,1.77640738281328,2.03953616476469,0.0653249670228343,2.09047518697419,0.239929507022853,1.34644462565618,0.199995689435951,0.531334808831173,1.20772600629851,1.65740102711036,0.283830231334236,2.05127624520099,1.62401400369635,1.63270655206922
"KpCip4_R03up_KPHS_41020_0.92",4.14423273622287,3.78860250721456,3.07502810420857,4.31919979615566,0.288482348600221,3.51893768084043,3.2142428633592,0.789538548150275,2.82663311591042,4.556917715045,3.55820821184217,3.21216949785244,-0.0839866949946143,4.12259364970265,3.3869036377577,3.68260826204855
"KpCip4_R04dn_KPHS_18380_0.97",-1.95671207975213,-1.64083550244347,-0.243719498398203,-1.58116694970285,-0.127642064260807,-2.32081708005275,-2.30828913381217,-1.752565601084,-0.968986065787152,-2.18119957159479,-1.90365264378366,-2.15946916645995,-0.398077053162563,-1.68580330565478,-0.681231675226177,-1.89145742531699
"KpCip4_R05up_KPHS_37080_0.97",2.41718237628066,2.04082297123324,1.3931308113908,2.26446772507412,-0.125687030310384,3.12827321950957,1.61189828440981,2.1967215722604,-0.121846207504269,0.47853659261224,1.94234502553605,1.10984328295738,-0.376518864593624,2.47216188335348,2.13439922085984,2.14257114172227
"KpCip4_R06up_KPHS_41010_0.95",2.31910220706019,2.09399454394458,2.44178728527387,2.460753540597,0.261916232756486,1.76352382117541,1.20386331719858,1.1563047450075,2.15700195364252,3.29798187742482,2.92540207872237,3.09430962912151,-0.239655258814211,2.39409414835628,2.10054381254295,1.66073003931255
"KpCip4_R07up_KPHS_02820_0.97",1.97629107618581,1.80667298038093,2.56131146142366,2.3389124176622,0.143257235576866,2.40685250067063,1.88512845734949,1.14531021655784,1.54666727154972,2.2475844566401,2.70009551873914,2.0033301272692,0.390003856730497,2.74029995487613,1.20852138398971,2.50888707629009
"KpCip4_R08up_KPHS_03450_0.92",2.51835302357719,3.58354320876674,2.24012114146421,2.6478215660797,0.427102759919348,2.89200663243492,2.90430303533967,1.05512103219905,1.50881917316732,2.49354260890399,2.04603787304008,2.46956582781028,-0.767888654595121,3.4985459410081,1.09430978737619,2.54782762020853
"KpCip4_R09up_KPHS_53000_0.97",1.39310278850397,2.2234875958363,1.24764251322959,2.5086311396494,-1.7464404409141,1.6607632935162,1.20386331719858,1.53567936754708,-0.753374256227105,0.958760997950665,1.7931060643046,0.943000305846548,1.15954034329045,3.13328294936031,1.19266743278888,1.51429683312752
"KpCip4_R10up_KPHS_37090_0.97",0.491323928199145,0.562164468910016,0.689609241399906,1.5037776620443,-0.606177082804713,1.38703226441507,1.14795118465002,2.09366067999547,0.0972957075182514,0.35074813851083,2.62118543443224,1.19781420487537,0.286959257081235,1.61795320859057,0.838121886039471,1.1089152196653
