"","MGHBC6_cip","MGHBC8_cip","MGHBC11_cip","MGHBC12_cip","MGHBC13_cip","MGHBC14_cip","MGHBC16_cip","MGHBC18_cip","MGHBC21_cip","MGHBC27_cip","MGHBC28_cip","MGHBC33_cip","MGHBC38_cip","MGHBC41_cip","MGHBC44_cip","MGHBC51_cip","MGHBC52_cip","MGHBC53_cip","MGHBC55_cip","MGHBC56_cip","MGHBC57_cip","MGHBC58_cip","MGHBC60_cip","MGHBC63_cip","MGHBC64_cip","MGHBC17ec_cip","MGHBC5_cip"
"EcCip3_Rdn_b3771_0.92",-0.333013916214898,0.758267793025558,-0.898535335688369,0.120075459144611,0.66476159411095,-0.475525001041938,-0.569717128249315,0.173187292097952,0.636256649902061,0.356260822576617,0.727951697639835,0.52684535890083,0.260167049654324,0.437194539589551,-0.701442820752309,-0.108421418532118,-0.0205956077375564,0.783213230680377,1.01569103196637,0.429826360214716,0.468075573639048,-0.048176782009815,0.174724137116884,0.33363186364915,-0.658156240706297,-0.401666286565798,-0.608311532924281
"EcCip3_Rup_b0958_0.97",1.8276830955416,3.19620982599739,6.02056649655919,0.339004981628377,3.36280447974444,0.0817940499782818,-0.276152813301496,0.0761051697878286,4.41633760017979,3.69838564227266,3.26149041592382,3.29701382675235,5.73314697629114,5.06079167174604,5.28497625687393,-0.366676774226663,5.23110144259769,1.90639111070571,3.41539695452545,2.45605002955821,4.46663135028785,-0.127465691814454,2.24742493738489,3.12249711965256,1.70051785941083,-0.237035584792998,5.21167901213842
"EcCip3_Rup_b1061_0.95",2.72312779741369,3.27410270636943,5.66946152701804,0.122937678639326,2.30994970273308,0.055132109642918,0.125616109743523,-0.103412216704262,3.93629432993176,4.30596729309793,2.97035675978853,2.72455268858307,5.10703240133256,4.63800536415881,5.08011327151103,-0.0318460675901605,5.09308733661644,2.10145165430181,3.56863208304379,2.95918873643895,4.38920706673387,0.0687722320088818,2.27391329544712,3.22641658189786,1.98274242230923,0.775348139662834,5.73628786865084
"EcCip3_Rup_b1183_0.92",2.65704748217133,3.21226733850893,5.25221494039517,0.110105898375818,1.38311440374386,0.239354202702124,0.118154215940729,-0.188891322440959,4.21277761601965,3.69410122590991,2.48878255138182,1.52396942925528,4.99705102550926,4.13092992719701,4.211667780503,-0.391736855414577,3.93724956262041,0.614322029976475,1.95808892758788,2.19415208789639,2.70145774733181,-0.132568969300188,1.63224711721888,0.562096780831143,1.82227252726606,-1.81670378584464,3.4036099670899
"EcCip3_Rup_b1848_0.92",2.61895290006318,2.83614260601113,5.20224889670097,0.164937886254953,2.45131458813837,-0.02199704063887,-0.0553507833615531,-0.0324941302239024,3.96741022624111,4.02365164791757,1.45039049789384,2.83209515359014,4.71854269397631,4.74148450772251,4.90301924506171,0.400339457156427,5.15481415409545,1.55102383246244,3.69581210049436,2.57102391779229,4.23604706044086,-0.259164440074013,2.19234389490169,2.94900782783649,2.0823896524212,0.722138401748262,6.57774166645751
"EcCip3_Rup_b2616_0.95",3.21608209930526,3.44856865852019,3.28188832325427,0.206160136477431,2.08592600082592,-0.090421334086444,-0.0447435186076148,-0.374889845002414,3.12822342930503,4.40653616878674,2.74367891314436,1.60288308072271,5.00198384791423,4.49554284290814,3.81028954253268,0.666936112002303,2.72619569863901,1.77869917465722,3.28044069938648,2.77737155023721,3.6437560150585,-0.222206181784864,2.07374119217272,3.02217202876347,2.42843659777219,-0.841450448180327,3.99734003308726
"EcCip3_Rup_b2699_0.97",2.60239975271463,4.09115035922889,5.47597472190615,0.0225027241701262,4.67850231524824,0.00652762505922452,0.0371393129169222,-0.070018971695321,4.85730754404638,4.74811354200919,3.52691589235912,4.62660116676117,5.44771702025032,5.37087621295684,5.53499694569064,0.0326209466198426,5.37022093954851,3.00396820053951,4.13316216547059,2.46839407324151,4.50850749857053,0.280780082846846,2.31715709062619,4.57452332252532,2.46064300972188,2.26857646037385,5.1975480223932
"EcCip3_Rup_b3645_0.92_0.95",0.187455295805126,2.45442634007872,3.60686047211724,0.236926888412114,2.2859940288011,0.188340723615472,-0.436291074754005,-0.237821403966772,1.96712018870469,3.30722012288455,0.851379542200069,2.52694431483394,-0.499270580202754,0.419582103907986,3.73768871842751,-0.148327521839886,2.99797381127098,1.0030539038903,0.890645567238444,1.92602577522719,3.01413427686937,-0.359897719898771,1.6672657063973,0.0927451980110792,1.53578816322753,0.433030484304575,2.24447803867817
"EcCip3_Rup_b3832_0.92",1.3903953544754,2.03730131560014,1.54542654992831,-0.102199214067421,1.04508650862194,-0.196008459773379,-0.461985901323584,-0.621206813151638,1.5877288374235,1.97174044618944,0.899861910455139,1.0110439529385,3.35390584762504,2.58567361807503,1.43414914589303,0.0250830938635336,1.76649499908609,1.45107009794136,2.03748695556772,1.14004131427617,1.59810063642375,-0.00128115678535344,1.45884736815552,1.35148217254944,0.977659119112575,0.0290013092023188,1.56941683414478
"EcCip3_Rup_b4043_0.97",2.35061170809982,2.43248913434473,3.25115517322959,0.100297002979296,2.76330577336446,0.0322192560751857,-0.00814153519000243,-0.152212557086313,2.92829360958871,2.87021695582209,1.70140422407961,2.52770303442588,3.14277713547623,2.92723773640341,2.75383406421136,0.100454060030868,3.64184914172425,1.94031228165076,2.89986726812023,1.99098380235296,2.51727924017061,-0.174053758623554,2.28054998215907,2.25574124793257,1.91634966232705,1.67185736372667,2.75661093047589
