"","MGHBC6_cro","MGHBC8_cro","MGHBC11_cro","MGHBC12_cro","MGHBC13_cro","MGHBC14_cro","MGHBC16_cro","MGHBC18_cro","MGHBC21_cro","MGHBC27_cro","MGHBC28_cro","MGHBC33_cro","MGHBC38_cro","MGHBC41_cro","MGHBC44_cro","MGHBC51_cro","MGHBC52_cro","MGHBC53_cro","MGHBC55_cro","MGHBC56_cro","MGHBC57_cro","MGHBC58_cro","MGHBC60_cro","MGHBC63_cro","MGHBC64_cro","MGHBC17ec_cro","MGHBC5_cro"
"EcMero2_Rup_APECO78_00325_0.97_1",0.234597131211716,0.256100119856836,1.26722748882662,1.28556250622664,0.190736067189212,0.367279181725002,0.519166435659559,0.487458862231266,0.365289671174459,1.64132028696646,1.50079293478138,0.543900530114109,1.25148144520362,0.996483934374653,0.594725071210086,0.843093764859732,0.537468604361564,1.07368047739542,1.4380932056916,0.475295149405539,1.21571629644754,1.04367571375848,0.965720880305794,0.866989867587487,1.04138564476857,-0.684647970080978,1.12953055209689
"EcMero2_Rup_APECO78_04245_0.95_1",0.761093938312499,1.05088927949417,0.965750066795747,0.952719557873735,0.51465478921338,0.927432652249493,0.365014115060549,0.562200400896011,0.291844973333978,1.56479114748073,0.965866923189206,0.62704903649924,0.652255969311974,1.0882711599284,0.271051659392473,1.37533123703657,0.499345612023738,1.04937147749831,0.193190246671855,0.0342841586912617,0.384306118683616,0.557522651354145,0.650180242682238,0.0730122669925485,0.648240671253472,0.0241786740636483,1.06797873569788
"EcMero2_Rup_APECO78_05395_0.92_1",2.23725851723574,2.74190377594791,2.05466976696806,2.72507069746791,1.86709898066963,2.15806863866989,1.7552267747635,NA,NA,2.56635004653564,3.24631061442412,0.953073874257687,1.69974398155579,0.403032475978727,1.64744032615363,2.85082966017378,2.46550430255668,0.714432162230442,2.00365764532913,NA,1.2971802312771,1.83426561892169,2.3050550928036,2.18659168228945,1.31012626761892,2.36701379111056,2.62941905852711
"EcMero2_Rup_APECO78_05500_0.97_1",1.76890110465348,4.55877138733428,2.62769940750966,2.7169429274137,3.44557460656872,2.5154244031777,2.61851618289088,0.0149633420502976,-0.160407309726777,2.65509793296621,1.84718729432146,0.960109376937541,2.22616174659304,1.13793480661873,0.807866980729945,1.78966089571499,1.32713567292338,2.5650627948405,1.41211591823167,0.0398426956102814,0.805195865334147,1.46485877175617,1.93368555638962,1.66907100343178,0.326699033848164,1.54923903296987,2.67948149194563
"EcMero2_Rup_APECO78_09510_0.97_1",3.41379398505041,2.8568171048044,3.39828575364026,4.22171087252372,1.62737214505994,2.20459765406846,2.98670547901662,NA,-0.105748287283465,3.57270625144679,3.31852825981853,2.36226339211661,2.93175993626112,1.59949706466805,2.37321207790723,1.69211441332901,3.84789101554521,1.30714812905015,3.96061195812353,0.0585105706840437,1.82974417288809,2.91648272023355,2.63971256737906,2.9794789530369,1.57026577057906,2.22603083299066,3.41912965798308
"EcMero2_Rup_APECO78_09705_0.92_1",2.47754661305666,1.92977306968227,3.16247192211829,2.49401036866131,2.08819568784481,1.54154042138007,3.39848057680573,-0.849145428755009,0.157578087333968,3.50698053067005,2.50046970894483,2.68373113540833,1.71737422720808,2.06053465702688,1.42375687302298,2.41767233628948,3.82805402432853,0.702222884423346,4.5347977909171,0.403038795315291,1.9144808823457,1.95236830088084,1.47270257491625,1.2977140193188,1.55797006848973,2.2132503854304,1.9544338951809
"EcMero2_Rup_APECO78_09710_0.92_1",2.71268223246777,1.7347102677106,3.90199566996906,2.49475885426929,2.16229179732094,1.48257829617436,3.92139299741841,-1.13143526614334,0.152399870654971,3.60851040404113,2.47809564987265,2.85267971546801,2.17326810440261,2.05261259185981,1.6512931531105,2.69527934928604,4.05485399714622,0.550955871687579,5.79567319195807,0.373072243993335,1.87526068777918,1.87618223880106,1.59780919305621,1.12892634157819,1.90734035449192,2.65593478010961,1.79566224723815
"EcMero2_Rup_APECO78_12545_0.97_0.95",1.04534094876654,2.41847088386055,2.66642081691615,2.47881407174151,2.63293962580104,0.992989597253434,1.4596800032159,0.321320229892747,0.0421851418525387,1.65682620073867,1.53868132183479,0.806618435483018,1.56220021624148,3.11305617748945,0.474093234720617,1.73654127168452,0.735390003245282,1.48216874645406,-0.204619917544126,-0.162220505558631,1.11109207911004,0.988384492617381,1.31129200335384,1.43912090562329,0.950099705008153,1.04257884061262,2.01260488566223
"EcMero2_Rup_APECO78_21920_0.92_1",0.567650145193145,0.792218240598607,-0.132016402244044,0.512688180403151,0.448482124022333,0.779874782959238,0.069897198906954,0.188776443845329,-0.154993813540413,0.560636395341246,0.575876209239146,NA,1.33834381702846,NA,-0.254113318415006,2.09120786792779,0.512301170776531,1.33991323997777,0.135374887385505,0.0512286112539048,-0.0623807038440339,0.200796646691156,0.781065784456575,1.61637858776835,0.111668367437945,0.604830931294046,0.510867144531499
"EcMero2_Rup_APECO78_22510_0.92_1",2.86548766106676,5.49830467781127,3.23087885998023,3.76497133631736,4.82438316069627,3.52136518945557,3.4321998237295,-0.534566028507927,0.0856977611577433,3.97247512357294,2.04804666425246,1.3567977608638,3.25257830616249,2.19989611895531,1.43518662058463,2.76516803929873,1.94999011096705,3.60713912149637,3.22155827631562,-0.314921843192806,0.726376009059097,2.62182138315813,2.82953590103228,2.47801929588368,0.43923156226008,3.11974670113508,3.18381648649489
