,tag,Strain,time,drug,value,S_I_R,MIC,exp,S_I_R2,n_strains,use,subset_of_strains_used,num_of_mic_used,comment
405,EcMero2_Rup_APECO78_05500_0.97_1,RB001,120m,erta,2.098899547,S,1,EcErta,S,1,use,"001, ",used 1/1,this MIC is actually 0.125
406,EcMero2_Rup_APECO78_05500_0.97_1,RB081,NA,erta,3.399159431,S,0.12,EcErta,S,1,use,"081,",used 1/1,
407,EcMero2_Rup_APECO78_05500_0.97_1,RB808,120m,erta,3.079367031,S,0.5,EcErta,S,2,,,,
408,EcMero2_Rup_APECO78_05500_0.97_1,RB115,120m,erta,2.039380249,S,0.25,EcErta,S,1,,,,
409,EcMero2_Rup_APECO78_05500_0.97_1,RB054,120m,erta,1.908338698,S,0.5,EcErta,S,2,,,,
410,EcMero2_Rup_APECO78_05500_0.97_1,RB602,120m,erta,0.792295125,R,4,EcErta,R,1,,,,
411,EcMero2_Rup_APECO78_05500_0.97_1,RB420,120m,erta,-0.19909971,R,64,EcErta,R,2,use,"420, 559",used 2/2,
412,EcMero2_Rup_APECO78_05500_0.97_1,RB559,NA,erta,0.01705912,R,64,EcErta,R,2,use,"420, 559",used 2/2,
413,EcMero2_Rup_APECO78_09510_0.97_1,RB001,120m,erta,2.98782139,S,1,EcErta,S,1,use,"001, ",used 1/1,this MIC is actually 0.125
414,EcMero2_Rup_APECO78_09510_0.97_1,RB081,NA,erta,5.190628031,S,0.12,EcErta,S,1,use,"081,",used 1/1,
415,EcMero2_Rup_APECO78_09510_0.97_1,RB808,120m,erta,3.032883154,S,0.5,EcErta,S,2,,,,
416,EcMero2_Rup_APECO78_09510_0.97_1,RB115,120m,erta,2.230973212,S,0.25,EcErta,S,1,,,,
417,EcMero2_Rup_APECO78_09510_0.97_1,RB054,120m,erta,2.539210898,S,0.5,EcErta,S,2,,,,
418,EcMero2_Rup_APECO78_09510_0.97_1,RB602,120m,erta,0.930202423,R,4,EcErta,R,1,,,,
419,EcMero2_Rup_APECO78_09510_0.97_1,RB420,120m,erta,-0.132247156,R,64,EcErta,R,2,use,"420, 559",used 2/2,
420,EcMero2_Rup_APECO78_09510_0.97_1,RB559,NA,erta,-0.204422181,R,64,EcErta,R,2,use,"420, 559",used 2/2,
421,EcMero2_Rup_APECO78_09705_0.92_1,RB001,120m,erta,1.562260592,S,1,EcErta,S,1,use,"001, ",used 1/1,this MIC is actually 0.125
422,EcMero2_Rup_APECO78_09705_0.92_1,RB081,NA,erta,1.752287101,S,0.12,EcErta,S,1,use,"081,",used 1/1,
423,EcMero2_Rup_APECO78_09705_0.92_1,RB808,120m,erta,2.938605969,S,0.5,EcErta,S,2,,,,
424,EcMero2_Rup_APECO78_09705_0.92_1,RB115,120m,erta,2.46274282,S,0.25,EcErta,S,1,,,,
425,EcMero2_Rup_APECO78_09705_0.92_1,RB054,120m,erta,3.166586941,S,0.5,EcErta,S,2,,,,
426,EcMero2_Rup_APECO78_09705_0.92_1,RB602,120m,erta,0.157866455,R,4,EcErta,R,1,,,,
427,EcMero2_Rup_APECO78_09705_0.92_1,RB420,120m,erta,0.056158249,R,64,EcErta,R,2,use,"420, 559",used 2/2,
428,EcMero2_Rup_APECO78_09705_0.92_1,RB559,NA,erta,-0.251677907,R,64,EcErta,R,2,use,"420, 559",used 2/2,
429,EcMero2_Rup_APECO78_09710_0.92_1,RB001,120m,erta,1.74794645,S,1,EcErta,S,1,use,"001, ",used 1/1,this MIC is actually 0.125
430,EcMero2_Rup_APECO78_09710_0.92_1,RB081,NA,erta,2.131423613,S,0.12,EcErta,S,1,use,"081,",used 1/1,
431,EcMero2_Rup_APECO78_09710_0.92_1,RB808,120m,erta,3.122589687,S,0.5,EcErta,S,2,,,,
432,EcMero2_Rup_APECO78_09710_0.92_1,RB115,120m,erta,2.380064379,S,0.25,EcErta,S,1,,,,
433,EcMero2_Rup_APECO78_09710_0.92_1,RB054,120m,erta,3.197158351,S,0.5,EcErta,S,2,,,,
434,EcMero2_Rup_APECO78_09710_0.92_1,RB602,120m,erta,0.258582845,R,4,EcErta,R,1,,,,
435,EcMero2_Rup_APECO78_09710_0.92_1,RB420,120m,erta,-0.025139788,R,64,EcErta,R,2,use,"420, 559",used 2/2,
436,EcMero2_Rup_APECO78_09710_0.92_1,RB559,NA,erta,-0.119535966,R,64,EcErta,R,2,use,"420, 559",used 2/2,
437,EcMero2_Rup_APECO78_12545_0.97_0.95,RB001,120m,erta,5.711966537,S,1,EcErta,S,1,use,"001, ",used 1/1,this MIC is actually 0.125
438,EcMero2_Rup_APECO78_12545_0.97_0.95,RB081,NA,erta,6.00163051,S,0.12,EcErta,S,1,use,"081,",used 1/1,
439,EcMero2_Rup_APECO78_12545_0.97_0.95,RB808,120m,erta,6.377094985,S,0.5,EcErta,S,2,,,,
440,EcMero2_Rup_APECO78_12545_0.97_0.95,RB115,120m,erta,5.097815356,S,0.25,EcErta,S,1,,,,
441,EcMero2_Rup_APECO78_12545_0.97_0.95,RB054,120m,erta,6.076682765,S,0.5,EcErta,S,2,,,,
442,EcMero2_Rup_APECO78_12545_0.97_0.95,RB602,120m,erta,2.605105827,R,4,EcErta,R,1,,,,
443,EcMero2_Rup_APECO78_12545_0.97_0.95,RB420,120m,erta,-0.549376493,R,64,EcErta,R,2,use,"420, 559",used 2/2,
444,EcMero2_Rup_APECO78_12545_0.97_0.95,RB559,NA,erta,-0.23487213,R,64,EcErta,R,2,use,"420, 559",used 2/2,
445,EcMero2_Rup_APECO78_21920_0.92_1,RB001,120m,erta,2.508514527,S,1,EcErta,S,1,use,"001, ",used 1/1,this MIC is actually 0.125
446,EcMero2_Rup_APECO78_21920_0.92_1,RB081,NA,erta,3.006234718,S,0.12,EcErta,S,1,use,"081,",used 1/1,
447,EcMero2_Rup_APECO78_21920_0.92_1,RB808,120m,erta,2.825371648,S,0.5,EcErta,S,2,,,,
448,EcMero2_Rup_APECO78_21920_0.92_1,RB115,120m,erta,1.775971408,S,0.25,EcErta,S,1,,,,
449,EcMero2_Rup_APECO78_21920_0.92_1,RB054,120m,erta,2.218186725,S,0.5,EcErta,S,2,,,,
450,EcMero2_Rup_APECO78_21920_0.92_1,RB602,120m,erta,0.697337154,R,4,EcErta,R,1,,,,
451,EcMero2_Rup_APECO78_21920_0.92_1,RB420,120m,erta,-0.035750065,R,64,EcErta,R,2,use,"420, 559",used 2/2,
452,EcMero2_Rup_APECO78_21920_0.92_1,RB559,NA,erta,-0.150355614,R,64,EcErta,R,2,use,"420, 559",used 2/2,
453,EcMero2_Rup_APECO78_22510_0.92_1,RB001,120m,erta,2.93774876,S,1,EcErta,S,1,use,"001, ",used 1/1,this MIC is actually 0.125
454,EcMero2_Rup_APECO78_22510_0.92_1,RB081,NA,erta,4.0927581,S,0.12,EcErta,S,1,use,"081,",used 1/1,
455,EcMero2_Rup_APECO78_22510_0.92_1,RB808,120m,erta,2.886216479,S,0.5,EcErta,S,2,,,,
456,EcMero2_Rup_APECO78_22510_0.92_1,RB115,120m,erta,2.460195995,S,0.25,EcErta,S,1,,,,
457,EcMero2_Rup_APECO78_22510_0.92_1,RB054,120m,erta,2.699070241,S,0.5,EcErta,S,2,,,,
458,EcMero2_Rup_APECO78_22510_0.92_1,RB602,120m,erta,1.223467493,R,4,EcErta,R,1,,,,
459,EcMero2_Rup_APECO78_22510_0.92_1,RB420,120m,erta,-0.240415427,R,64,EcErta,R,2,use,"420, 559",used 2/2,
460,EcMero2_Rup_APECO78_22510_0.92_1,RB559,NA,erta,-0.110168481,R,64,EcErta,R,2,use,"420, 559",used 2/2,
461,EcGent4_Rup_b0019_0.97_0.95,RB001,60,Gent,2.472267392,S,0.25,EcGent,S,3,use,,used 3/3,
462,EcGent4_Rup_b0019_0.97_0.95,RB075,60,Gent,2.593354693,S,0.25,EcGent,S,3,use,,used 3/3,
463,EcGent4_Rup_b0019_0.97_0.95,RB080,60,Gent,2.126901724,S,0.25,EcGent,S,3,use,,used 3/3,
464,EcGent4_Rup_b0019_0.97_0.95,AR0118,60,Gent,-1.599331277,R,128,EcGent,R,3,use,,used 3/3,
465,EcGent4_Rup_b0019_0.97_0.95,AR0119,60,Gent,0.40058863,R,128,EcGent,R,3,use,,used 3/3,
466,EcGent4_Rup_b0019_0.97_0.95,AR0128,60,Gent,0.442022388,R,128,EcGent,R,3,use,,used 3/3,
467,EcGent4_Rup_b0631_0.97,RB001,60,Gent,2.636527951,S,0.25,EcGent,S,3,use,,used 3/3,
468,EcGent4_Rup_b0631_0.97,RB075,60,Gent,3.784970837,S,0.25,EcGent,S,3,use,,used 3/3,
469,EcGent4_Rup_b0631_0.97,RB080,60,Gent,3.296757119,S,0.25,EcGent,S,3,use,,used 3/3,
470,EcGent4_Rup_b0631_0.97,AR0118,60,Gent,-0.268506781,R,128,EcGent,R,3,use,,used 3/3,
471,EcGent4_Rup_b0631_0.97,AR0119,60,Gent,0.079945281,R,128,EcGent,R,3,use,,used 3/3,
472,EcGent4_Rup_b0631_0.97,AR0128,60,Gent,0.286698936,R,128,EcGent,R,3,use,,used 3/3,
473,EcGent4_Rup_b1305_0.92,RB001,60,Gent,3.72433068,S,0.25,EcGent,S,3,use,,used 3/3,
474,EcGent4_Rup_b1305_0.92,RB075,60,Gent,5.705716905,S,0.25,EcGent,S,3,use,,used 3/3,
475,EcGent4_Rup_b1305_0.92,RB080,60,Gent,4.819769504,S,0.25,EcGent,S,3,use,,used 3/3,
476,EcGent4_Rup_b1305_0.92,AR0118,60,Gent,0.400668723,R,128,EcGent,R,3,use,,used 3/3,
477,EcGent4_Rup_b1305_0.92,AR0119,60,Gent,-0.083365787,R,128,EcGent,R,3,use,,used 3/3,
478,EcGent4_Rup_b1305_0.92,AR0128,60,Gent,-0.091409812,R,128,EcGent,R,3,use,,used 3/3,
479,EcGent4_Rup_b1306_0.92,RB001,60,Gent,4.763457812,S,0.25,EcGent,S,3,use,,used 3/3,
480,EcGent4_Rup_b1306_0.92,RB075,60,Gent,4.807859204,S,0.25,EcGent,S,3,use,,used 3/3,
481,EcGent4_Rup_b1306_0.92,RB080,60,Gent,4.172607026,S,0.25,EcGent,S,3,use,,used 3/3,
482,EcGent4_Rup_b1306_0.92,AR0118,60,Gent,-0.154546434,R,128,EcGent,R,3,use,,used 3/3,
483,EcGent4_Rup_b1306_0.92,AR0119,60,Gent,-0.781547412,R,128,EcGent,R,3,use,,used 3/3,
484,EcGent4_Rup_b1306_0.92,AR0128,60,Gent,0.154859711,R,128,EcGent,R,3,use,,used 3/3,
485,EcGent4_Rup_b3400_0.95,RB001,60,Gent,2.476596562,S,0.25,EcGent,S,3,use,,used 3/3,
486,EcGent4_Rup_b3400_0.95,RB075,60,Gent,0.445628064,S,0.25,EcGent,S,3,use,,used 3/3,
487,EcGent4_Rup_b3400_0.95,RB080,60,Gent,-0.859403369,S,0.25,EcGent,S,3,use,,used 3/3,
488,EcGent4_Rup_b3400_0.95,AR0118,60,Gent,-0.453110536,R,128,EcGent,R,3,use,,used 3/3,
489,EcGent4_Rup_b3400_0.95,AR0119,60,Gent,-0.033387554,R,128,EcGent,R,3,use,,used 3/3,
490,EcGent4_Rup_b3400_0.95,AR0128,60,Gent,0.142462106,R,128,EcGent,R,3,use,,used 3/3,
491,EcGent4_Rup_b3401_0.92,RB001,60,Gent,2.29999845,S,0.25,EcGent,S,3,use,,used 3/3,
492,EcGent4_Rup_b3401_0.92,RB075,60,Gent,2.048480724,S,0.25,EcGent,S,3,use,,used 3/3,
493,EcGent4_Rup_b3401_0.92,RB080,60,Gent,2.541104861,S,0.25,EcGent,S,3,use,,used 3/3,
494,EcGent4_Rup_b3401_0.92,AR0118,60,Gent,-0.090317629,R,128,EcGent,R,3,use,,used 3/3,
495,EcGent4_Rup_b3401_0.92,AR0119,60,Gent,1.561727978,R,128,EcGent,R,3,use,,used 3/3,
496,EcGent4_Rup_b3401_0.92,AR0128,60,Gent,-1.01115024,R,128,EcGent,R,3,use,,used 3/3,
497,EcGent4_Rup_b3686e_0.92,RB001,60,Gent,4.75058116,S,0.25,EcGent,S,3,use,,used 3/3,
498,EcGent4_Rup_b3686e_0.92,RB075,60,Gent,7.378869519,S,0.25,EcGent,S,3,use,,used 3/3,
499,EcGent4_Rup_b3686e_0.92,RB080,60,Gent,6.549204717,S,0.25,EcGent,S,3,use,,used 3/3,
500,EcGent4_Rup_b3686e_0.92,AR0118,60,Gent,-0.097853761,R,128,EcGent,R,3,use,,used 3/3,
501,EcGent4_Rup_b3686e_0.92,AR0119,60,Gent,-0.050195424,R,128,EcGent,R,3,use,,used 3/3,
502,EcGent4_Rup_b3686e_0.92,AR0128,60,Gent,0.132269007,R,128,EcGent,R,3,use,,used 3/3,
503,EcGent4_Rup_b3687e_0.97,RB001,60,Gent,3.339466868,S,0.25,EcGent,S,3,use,,used 3/3,
504,EcGent4_Rup_b3687e_0.97,RB075,60,Gent,5.247555063,S,0.25,EcGent,S,3,use,,used 3/3,
505,EcGent4_Rup_b3687e_0.97,RB080,60,Gent,4.779168869,S,0.25,EcGent,S,3,use,,used 3/3,
506,EcGent4_Rup_b3687e_0.97,AR0118,60,Gent,-0.063908237,R,128,EcGent,R,3,use,,used 3/3,
507,EcGent4_Rup_b3687e_0.97,AR0119,60,Gent,-0.119300564,R,128,EcGent,R,3,use,,used 3/3,
508,EcGent4_Rup_b3687e_0.97,AR0128,60,Gent,-0.814753027,R,128,EcGent,R,3,use,,used 3/3,
509,EcGent4_Rup_b3932_0.92,RB001,60,Gent,2.657267774,S,0.25,EcGent,S,3,use,,used 3/3,
510,EcGent4_Rup_b3932_0.92,RB075,60,Gent,3.628061338,S,0.25,EcGent,S,3,use,,used 3/3,
511,EcGent4_Rup_b3932_0.92,RB080,60,Gent,3.100894765,S,0.25,EcGent,S,3,use,,used 3/3,
512,EcGent4_Rup_b3932_0.92,AR0118,60,Gent,0.096358042,R,128,EcGent,R,3,use,,used 3/3,
513,EcGent4_Rup_b3932_0.92,AR0119,60,Gent,-0.021287527,R,128,EcGent,R,3,use,,used 3/3,
514,EcGent4_Rup_b3932_0.92,AR0128,60,Gent,0.220230964,R,128,EcGent,R,3,use,,used 3/3,
515,EcGent4_Rup_b4062_0.92,RB001,60,Gent,1.161779067,S,0.25,EcGent,S,3,use,,used 3/3,
516,EcGent4_Rup_b4062_0.92,RB075,60,Gent,1.744739118,S,0.25,EcGent,S,3,use,,used 3/3,
517,EcGent4_Rup_b4062_0.92,RB080,60,Gent,0.484004454,S,0.25,EcGent,S,3,use,,used 3/3,
518,EcGent4_Rup_b4062_0.92,AR0118,60,Gent,-0.411704273,R,128,EcGent,R,3,use,,used 3/3,
519,EcGent4_Rup_b4062_0.92,AR0119,60,Gent,-0.271741709,R,128,EcGent,R,3,use,,used 3/3,
520,EcGent4_Rup_b4062_0.92,AR0128,60,Gent,-0.109387553,R,128,EcGent,R,3,use,,used 3/3,
521,EcGent4_Rup_b4242_0.92,RB001,60,Gent,4.603036651,S,0.25,EcGent,S,3,use,,used 3/3,
522,EcGent4_Rup_b4242_0.92,RB075,60,Gent,5.425390593,S,0.25,EcGent,S,3,use,,used 3/3,
523,EcGent4_Rup_b4242_0.92,RB080,60,Gent,4.37708925,S,0.25,EcGent,S,3,use,,used 3/3,
524,EcGent4_Rup_b4242_0.92,AR0118,60,Gent,-1.251407973,R,128,EcGent,R,3,use,,used 3/3,
525,EcGent4_Rup_b4242_0.92,AR0119,60,Gent,-0.263123755,R,128,EcGent,R,3,use,,used 3/3,
526,EcGent4_Rup_b4242_0.92,AR0128,60,Gent,-1.531982403,R,128,EcGent,R,3,use,,used 3/3,
527,EcGent4_Rup_b4550_0.92,RB001,60,Gent,4.552783157,S,0.25,EcGent,S,3,use,,used 3/3,
528,EcGent4_Rup_b4550_0.92,RB075,60,Gent,3.669840107,S,0.25,EcGent,S,3,use,,used 3/3,
529,EcGent4_Rup_b4550_0.92,RB080,60,Gent,4.872494023,S,0.25,EcGent,S,3,use,,used 3/3,
530,EcGent4_Rup_b4550_0.92,AR0118,60,Gent,0.354865034,R,128,EcGent,R,3,use,,used 3/3,
531,EcGent4_Rup_b4550_0.92,AR0119,60,Gent,-0.030472011,R,128,EcGent,R,3,use,,used 3/3,
532,EcGent4_Rup_b4550_0.92,AR0128,60,Gent,0.060999546,R,128,EcGent,R,3,use,,used 3/3,
533,EcCip3_Rdn_b3771_0.92,RB001,60m,levo,1.210005481,S,0.03,EcLevo,S,3,use,,used 3/3,
534,EcCip3_Rdn_b3771_0.92,RB075,60m,levo,1.714672658,S,0.03,EcLevo,S,3,use,,used 3/3,
535,EcCip3_Rdn_b3771_0.92,RB080,60m,levo,0.886018783,S,0.03,EcLevo,S,3,use,,used 3/3,
536,EcCip3_Rdn_b3771_0.92,RB051,60m,levo,0.333202188,R,8,EcLevo,R,1,,,,
537,EcCip3_Rdn_b3771_0.92,RB057,60m,levo,0.250981118,R,32,EcLevo,R,2,use,,used 2/2,
538,EcCip3_Rdn_b3771_0.92,RB150,60m,levo,1.121542544,R,32,EcLevo,R,2,use,,used 2/2,
539,EcCip3_Rup_b0958_0.97,RB001,60m,levo,3.186497183,S,0.03,EcLevo,S,3,use,,used 3/3,
540,EcCip3_Rup_b0958_0.97,RB075,60m,levo,3.263139904,S,0.03,EcLevo,S,3,use,,used 3/3,
541,EcCip3_Rup_b0958_0.97,RB080,60m,levo,3.333883524,S,0.03,EcLevo,S,3,use,,used 3/3,
542,EcCip3_Rup_b0958_0.97,RB051,60m,levo,-0.342921445,R,8,EcLevo,R,1,,,,
543,EcCip3_Rup_b0958_0.97,RB057,60m,levo,-0.211976074,R,32,EcLevo,R,2,use,,used 2/2,
544,EcCip3_Rup_b0958_0.97,RB150,60m,levo,-0.63796086,R,32,EcLevo,R,2,use,,used 2/2,
545,EcCip3_Rup_b1061_0.95,RB001,60m,levo,5.603225246,S,0.03,EcLevo,S,3,use,,used 3/3,
546,EcCip3_Rup_b1061_0.95,RB075,60m,levo,4.515309655,S,0.03,EcLevo,S,3,use,,used 3/3,
547,EcCip3_Rup_b1061_0.95,RB080,60m,levo,4.459904064,S,0.03,EcLevo,S,3,use,,used 3/3,
548,EcCip3_Rup_b1061_0.95,RB051,60m,levo,0.313196497,R,8,EcLevo,R,1,,,,
549,EcCip3_Rup_b1061_0.95,RB057,60m,levo,0.495088621,R,32,EcLevo,R,2,use,,used 2/2,
550,EcCip3_Rup_b1061_0.95,RB150,60m,levo,0.180337853,R,32,EcLevo,R,2,use,,used 2/2,
551,EcCip3_Rup_b1183_0.92,RB001,60m,levo,3.517114861,S,0.03,EcLevo,S,3,use,,used 3/3,
552,EcCip3_Rup_b1183_0.92,RB075,60m,levo,3.287947851,S,0.03,EcLevo,S,3,use,,used 3/3,
553,EcCip3_Rup_b1183_0.92,RB080,60m,levo,3.561516744,S,0.03,EcLevo,S,3,use,,used 3/3,
554,EcCip3_Rup_b1183_0.92,RB051,60m,levo,-0.212419421,R,8,EcLevo,R,1,,,,
555,EcCip3_Rup_b1183_0.92,RB057,60m,levo,0.872925011,R,32,EcLevo,R,2,use,,used 2/2,
556,EcCip3_Rup_b1183_0.92,RB150,60m,levo,-0.537215886,R,32,EcLevo,R,2,use,,used 2/2,
557,EcCip3_Rup_b1848_0.92,RB001,60m,levo,3.214426348,S,0.03,EcLevo,S,3,use,,used 3/3,
558,EcCip3_Rup_b1848_0.92,RB075,60m,levo,4.426609856,S,0.03,EcLevo,S,3,use,,used 3/3,
559,EcCip3_Rup_b1848_0.92,RB080,60m,levo,4.027723358,S,0.03,EcLevo,S,3,use,,used 3/3,
560,EcCip3_Rup_b1848_0.92,RB051,60m,levo,0.017700363,R,8,EcLevo,R,1,,,,
561,EcCip3_Rup_b1848_0.92,RB057,60m,levo,0.36174723,R,32,EcLevo,R,2,use,,used 2/2,
562,EcCip3_Rup_b1848_0.92,RB150,60m,levo,0.733078953,R,32,EcLevo,R,2,use,,used 2/2,
563,EcCip3_Rup_b2616_0.95,RB001,60m,levo,3.949601331,S,0.03,EcLevo,S,3,use,,used 3/3,
564,EcCip3_Rup_b2616_0.95,RB075,60m,levo,3.669332293,S,0.03,EcLevo,S,3,use,,used 3/3,
565,EcCip3_Rup_b2616_0.95,RB080,60m,levo,2.721735928,S,0.03,EcLevo,S,3,use,,used 3/3,
566,EcCip3_Rup_b2616_0.95,RB051,60m,levo,-0.708376915,R,8,EcLevo,R,1,,,,
567,EcCip3_Rup_b2616_0.95,RB057,60m,levo,0.473962275,R,32,EcLevo,R,2,use,,used 2/2,
568,EcCip3_Rup_b2616_0.95,RB150,60m,levo,0.781313632,R,32,EcLevo,R,2,use,,used 2/2,
569,EcCip3_Rup_b2699_0.97,RB001,60m,levo,4.263560811,S,0.03,EcLevo,S,3,use,,used 3/3,
570,EcCip3_Rup_b2699_0.97,RB075,60m,levo,5.121113364,S,0.03,EcLevo,S,3,use,,used 3/3,
571,EcCip3_Rup_b2699_0.97,RB080,60m,levo,4.66565046,S,0.03,EcLevo,S,3,use,,used 3/3,
572,EcCip3_Rup_b2699_0.97,RB051,60m,levo,0.294825517,R,8,EcLevo,R,1,,,,
573,EcCip3_Rup_b2699_0.97,RB057,60m,levo,0.460384558,R,32,EcLevo,R,2,use,,used 2/2,
574,EcCip3_Rup_b2699_0.97,RB150,60m,levo,0.982365683,R,32,EcLevo,R,2,use,,used 2/2,
575,EcCip3_Rup_b3645_0.92_0.95,RB001,60m,levo,2.535439519,S,0.03,EcLevo,S,3,use,,used 3/3,
576,EcCip3_Rup_b3645_0.92_0.95,RB075,60m,levo,1.784746322,S,0.03,EcLevo,S,3,use,,used 3/3,
577,EcCip3_Rup_b3645_0.92_0.95,RB080,60m,levo,1.601413902,S,0.03,EcLevo,S,3,use,,used 3/3,
578,EcCip3_Rup_b3645_0.92_0.95,RB051,60m,levo,-0.418870298,R,8,EcLevo,R,1,,,,
579,EcCip3_Rup_b3645_0.92_0.95,RB057,60m,levo,-1.417271726,R,32,EcLevo,R,2,use,,used 2/2,
580,EcCip3_Rup_b3645_0.92_0.95,RB150,60m,levo,-1.121169862,R,32,EcLevo,R,2,use,,used 2/2,
581,EcCip3_Rup_b3832_0.92,RB001,60m,levo,0.81933253,S,0.03,EcLevo,S,3,use,,used 3/3,
582,EcCip3_Rup_b3832_0.92,RB075,60m,levo,2.029675545,S,0.03,EcLevo,S,3,use,,used 3/3,
583,EcCip3_Rup_b3832_0.92,RB080,60m,levo,0.894736,S,0.03,EcLevo,S,3,use,,used 3/3,
584,EcCip3_Rup_b3832_0.92,RB051,60m,levo,0.019250814,R,8,EcLevo,R,1,,,,
585,EcCip3_Rup_b3832_0.92,RB057,60m,levo,0.52981551,R,32,EcLevo,R,2,use,,used 2/2,
586,EcCip3_Rup_b3832_0.92,RB150,60m,levo,-0.152703254,R,32,EcLevo,R,2,use,,used 2/2,
587,EcCip3_Rup_b4043_0.97,RB001,60m,levo,3.469036602,S,0.03,EcLevo,S,3,use,,used 3/3,
588,EcCip3_Rup_b4043_0.97,RB075,60m,levo,3.10958356,S,0.03,EcLevo,S,3,use,,used 3/3,
589,EcCip3_Rup_b4043_0.97,RB080,60m,levo,3.073139606,S,0.03,EcLevo,S,3,use,,used 3/3,
590,EcCip3_Rup_b4043_0.97,RB051,60m,levo,-0.191905147,R,8,EcLevo,R,1,,,,
591,EcCip3_Rup_b4043_0.97,RB057,60m,levo,0.592579082,R,32,EcLevo,R,2,use,,used 2/2,
592,EcCip3_Rup_b4043_0.97,RB150,60m,levo,0.63582887,R,32,EcLevo,R,2,use,,used 2/2,
593,EcMero2_Rup_APECO78_00325_0.97_1,RB001,120m,mero,2.485961624,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
594,EcMero2_Rup_APECO78_00325_0.97_1,RB081,NA,mero,4.556639809,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
595,EcMero2_Rup_APECO78_00325_0.97_1,RB808,120m,mero,2.50793705,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
596,EcMero2_Rup_APECO78_00325_0.97_1,RB115,120m,mero,2.265201167,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
597,EcMero2_Rup_APECO78_00325_0.97_1,RB054,120m,mero,2.032272661,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
598,EcMero2_Rup_APECO78_00325_0.97_1,RB602,120m,mero,2.644453932,S,0.12,EcMero,S,1,,,,
599,EcMero2_Rup_APECO78_00325_0.97_1,RB420,120m,mero,0.95364704,R,32,EcMero,R,1,use,420,used 1/1,
600,EcMero2_Rup_APECO78_00325_0.97_1,RB559,NA,mero,0.068488902,R,128,EcMero,R,1,use,559,used 1/1,
601,EcMero2_Rup_APECO78_04245_0.95_1,RB001,120m,mero,2.941733564,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
602,EcMero2_Rup_APECO78_04245_0.95_1,RB081,NA,mero,4.577244634,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
603,EcMero2_Rup_APECO78_04245_0.95_1,RB808,120m,mero,2.959714688,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
604,EcMero2_Rup_APECO78_04245_0.95_1,RB115,120m,mero,2.397897619,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
605,EcMero2_Rup_APECO78_04245_0.95_1,RB054,120m,mero,2.547908761,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
606,EcMero2_Rup_APECO78_04245_0.95_1,RB602,120m,mero,2.159969786,S,0.12,EcMero,S,1,,,,
607,EcMero2_Rup_APECO78_04245_0.95_1,RB420,120m,mero,1.436286238,R,32,EcMero,R,1,use,420,used 1/1,
608,EcMero2_Rup_APECO78_04245_0.95_1,RB559,NA,mero,0.361816508,R,128,EcMero,R,1,use,559,used 1/1,
609,EcMero2_Rup_APECO78_05395_0.92_1,RB001,120m,mero,3.498698573,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
610,EcMero2_Rup_APECO78_05395_0.92_1,RB081,NA,mero,4.749463986,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
611,EcMero2_Rup_APECO78_05395_0.92_1,RB808,120m,mero,4.014515599,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
612,EcMero2_Rup_APECO78_05395_0.92_1,RB115,120m,mero,3.208157235,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
613,EcMero2_Rup_APECO78_05395_0.92_1,RB054,120m,mero,3.121766286,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
614,EcMero2_Rup_APECO78_05395_0.92_1,RB602,120m,mero,3.501104415,S,0.12,EcMero,S,1,,,,
615,EcMero2_Rup_APECO78_05395_0.92_1,RB420,120m,mero,-0.42220992,R,32,EcMero,R,1,use,420,used 1/1,
616,EcMero2_Rup_APECO78_05395_0.92_1,RB559,NA,mero,-0.517736542,R,128,EcMero,R,1,use,559,used 1/1,
617,EcMero2_Rup_APECO78_05500_0.97_1,RB001,120m,mero,2.160976261,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
618,EcMero2_Rup_APECO78_05500_0.97_1,RB081,NA,mero,3.21632046,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
619,EcMero2_Rup_APECO78_05500_0.97_1,RB808,120m,mero,2.672491555,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
620,EcMero2_Rup_APECO78_05500_0.97_1,RB115,120m,mero,2.335628614,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
621,EcMero2_Rup_APECO78_05500_0.97_1,RB054,120m,mero,2.233481796,S,0.06,EcMero,S,5,use,"001, 081",used 2/5,
622,EcMero2_Rup_APECO78_05500_0.97_1,RB602,120m,mero,2.48010567,S,0.12,EcMero,S,1,,,,
